# name, mass, mass_error_min, mass_error_max, radius, radius_error_min, radius_error_max, orbital_period, orbital_period_err_min, orbital_period_err_max, semi_major_axis, semi_major_axis_error_min, semi_major_axis_error_max, eccentricity, eccentricity_error_min, eccentricity_error_max, angular_distance, inclination, inclination_error_min, inclination_error_max, tzero_tr, tzero_tr_error_min, tzero_tr_error_max, tzero_tr_sec, tzero_tr_sec_error_min, tzero_tr_sec_error_max, lambda_angle, lambda_angle_error_min, lambda_angle_error_max, tzero_vr, tzero_vr_error_min, tzero_vr_error_max, temp_calculated, temp_measured, hot_point_lon, log_g, publication_status, discovered, updated, omega, omega_error_min, omega_error_max, tperi, tperi_error_min, tperi_error_max, detection_type, molecules, star_name, ra, dec, mag_v, mag_i, mag_j, mag_h, mag_k, star_distance, star_metallicity, star_mass, star_radius, star_sp_type, star_age, star_teff
Kepler-10 b,0.014473146,0.003964383,0.003964383,0.130252708,0.001784284,0.001784284,0.8374912,3.00E-06,3.00E-06,0.01687,0.00014,0.00014,0,,,9.70E-05,84.15,0.18,0.18,2454964.574,0.00082,0.00082,,,,,,,,,,,,,,1,2011,11/26/2013,,,,,,,detected by transit,,Kepler-10,285.6791667,50.2413889,10.96,,,,,173,-0.15,0.895,1.056,G,11.9,5627
Kepler-10 c,0.063,inf,nan,0.206976906,0.002676426,0.002676426,45.29427,0.00012,0.00012,0.2413,0.0021,0.0021,0,,,0.001391,89.64,0.06,0.06,245971.6761,0.0023,0.0023,,,,,,,,,,,,,,1,2011,11/26/2013,,,,,,,detected by transit,,Kepler-10,285.6791667,50.2413889,10.96,,,,,173,-0.15,0.895,1.056,G,11.9,5627
Kepler-11 b,0.005978039,0.004404871,0.003146336,0.160585531,0.002676426,0.004460709,10.30375,0.00016,0.00016,0.091,0.003,0.003,0,,,,88.5,0.6,0.6,2454971.505,0.0077,0.0077,,,,,,,,,,,,,,1,2011,11/5/2013,,,,,,,detected by transit,,Kepler-11,297.1166667,41.9091667,13.7,,,,,,0,0.95,1.1,G,8,5680
Kepler-11 c,0.009124375,0.009124375,0.005034138,0.256044707,0.005352851,0.005352851,13.02502,8.00E-05,8.00E-05,0.106,0.004,0.004,0,,,,89,0.6,0.6,2454971.175,0.0031,0.0031,,,,,,,,,,,,,,1,2011,11/5/2013,,,,,,,detected by transit,,Kepler-11,297.1166667,41.9091667,13.7,,,,,,0,0.95,1.1,G,8,5680
Kepler-11 d,0.022968253,0.002517069,0.004719504,0.278348253,0.006244993,0.006244993,22.68719,0.00021,0.00021,0.159,0.005,0.005,0,,,,89.3,0.4,0.4,2454981.455,0.0044,0.0044,,,,,,,,,,,,,,1,2011,11/5/2013,,,,,,,detected by transit,,Kepler-11,297.1166667,41.9091667,13.7,,,,,,0,0.95,1.1,G,8,5680
Kepler-11 e,0.02643,0.005978,0.007866,0.4043,0.0385,0.0385,31.9959,0.00028,0.00028,0.194,0.007,0.007,0,,,,88.8,0.2,0.2,2454987.159,0.0037,0.0037,,,,,,,,,,,,,,1,2011,2/2/2011,,,,,,,detected by transit,,Kepler-11,297.1166667,41.9091667,13.7,,,,,,0,0.95,1.1,G,8,5680
Kepler-11 f,0.006292672,0.002517069,0.002831702,0.222143317,0.003568567,0.006244993,46.68876,0.00074,0.00074,0.25,0.009,0.009,0,,,,89.4,0.2,0.2,2454964.649,0.0059,0.0059,,,,,,,,,,,,,,1,2011,11/5/2013,,,,,,,detected by transit,,Kepler-11,297.1166667,41.9091667,13.7,,,,,,0,0.95,1.1,G,8,5680
Kepler-11 g,0.95,0,0.95,0.3274,0.0313,0.0313,118.37774,0.00112,0.00112,0.462,0.016,0.016,0,,,,89.8,0.2,0.2,2455120.29,0.0022,0.0022,,,,,,,,,,,,,,1,2011,7/23/2012,,,,,,,detected by transit,,Kepler-11,297.1166667,41.9091667,13.7,,,,,,0,0.95,1.1,G,8,5680
Kepler-114 b,0.022024353,0.009439008,0.009439008,0.105272737,0.007137135,0.007137135,5.188548,2.90E-05,2.90E-05,0.052,,,,,,,87.66,,,2454978.364,,,,,,,,,,,,722,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-114,294.1208,48.3494,13.7,,,,,,-0.003,0.71,0.65,,,4450
Kepler-114 c,0.125853444,0.025170689,0.025170689,0.143,0.0044,0.0044,8.041,,,0.07,,,,,,,88.24,,,2454976.039,0.0015,0.0015,,,,,,,,,,623,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-114,294.1208,48.3494,13.7,,,,,,-0.003,0.71,0.65,,,4450
Kepler-114 d,0.0151,0.0233,0.00818,0.226,0.007,0.007,11.776,,,0.09,,,,,,,88.24,,,2454975.704,0.00074,0.00074,,,,,,,,,,549,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-114,294.1208,48.3494,13.7,,,,,,-0.003,0.71,0.65,,,4450
Kepler-12 b,0.431,0.041,0.041,1.695,0.032,0.032,4.4379637,2.00E-07,2.00E-07,0.0556,0.0007,0.0007,0.01,,,,88.76,0.08,0.08,2455004.008,2.00E-05,2.00E-05,,,,,,,,,,1477,,,,1,2011,10/19/2013,182,98,98,,,,detected by transit,,Kepler-12,0,0,13.4,,,,,,0.07,1.166,1.483,G0,4,5947
Kepler-128 b,0.0941,0.142,0.061,0.101,0.014,0.014,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-128,282.4917,43.9803,11.4,,,,,,-0.048,1.17,1.55,,,6013
Kepler-128 c,0.104,0.149,0.07,0.101,0.014,0.014,22.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-128,282.4917,43.9803,11.4,,,,,,-0.048,1.17,1.55,,,6013
Kepler-13 b,12.1,2.1,2.1,1.83,,,1.7637,0.0013,0.0013,,,,,,,,,,,2455138.744,0.0013,0.0013,,,,,,,,,,,,,,1,2011,9/12/2013,,,,,,,detected by transit,,Kepler-13,286.9708333,46.8683333,10,,,,,,-0.14,2.05,2.55,,,8500
Kepler-14 b,8.4,0.19,0.19,1.136,0.054,0.054,6.790123,4.30E-06,4.30E-06,,,,0.035,0.02,0.02,,90,2.8,2.8,,,,,,,,,,,,,1573,,,,2,2011,10/19/2013,,,,,,,detected by transit,,Kepler-14,287.7083333,47.3330556,12.12,,,,,980,0.12,1.512,2.048,F,2.2,6395
Kepler-145 b,0.108,0.169,0.064,0.237,0.032,0.032,22.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-145,291.3875,44.5292,11.9,,,,,,-0.674,1.26,1.98,,,6207
Kepler-145 c,0.234,0.349,0.153,0.395,0.035,0.035,42.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-145,291.3875,44.5292,11.9,,,,,,-0.674,1.26,1.98,,,6207
Kepler-15 b,0.66,0.09,0.09,0.96,0.07,0.07,4.942782,1.30E-06,1.30E-06,0.05714,0.00093,0.00093,,,,,87.44,1.5,1.5,2454969.329,9.60E-05,9.60E-05,,,,,,,,,,1225,,,,1,2011,10/19/2013,,,,,,,detected by transit,,Kepler-15,0,0,13.8,,,,,,0.36,1.018,0.992,,,5595
Kepler-16 (AB) b,0.333,0.016,0.016,0.7538,0.0023,0.0023,228.776,0.037,0.037,0.7048,0.001,0.001,0.00685,0.00146,0.00146,,90.0322,0.0023,0.0023,2455212.123,,,,,,,,,,,,,,,,1,2011,8/30/2013,318,22,22,,,,detected by transit,,Kepler-16 (AB),289.075,51.7575,12,,,,,,-0.3,0.8499,0.65,K,,4450
Kepler-17 b,2.45,0.014,0.014,1.312,0.018,0.018,1.4857108,2.00E-07,2.00E-07,0.02591,0.00037,0.00037,0.011,inf,nan,3.20E-05,87.2,0.15,0.15,2455185.678,2.60E-05,2.60E-05,,,,,,,,,,1655,,,,1,2011,10/19/2013,,,,,,,detected by transit,,Kepler-17,298.3958333,47.815,14,,,,,800,0.26,1.16,1.05,G2V,1.78,5781
Kepler-177 b,0.00535,0.00787,0.00378,0.259,0.013,0.013,35.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-177,286.0458,45.0533,15,,,,,,0.091,0.93,0.98,,,5942
Kepler-177 c,0.0198,0.033,0.0107,0.635,0.033,0.033,49.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-177,286.0458,45.0533,15,,,,,,0.091,0.93,0.98,,,5942
Kepler-18 b,0.021615329,0.01094925,0.01094925,0.178428367,0.008029277,0.008029277,3.504725,2.80E-05,2.80E-05,0.0447,0.0006,0.0006,,,,,84.92,0.26,0.26,2454966.507,0.0021,0.0021,,,,,,,,,,,,,,1,2011,11/5/2013,,,,,,,detected by transit,,Kepler-18,298.0791667,44.7463889,14,,,,,,0.2,0.972,1.108,,10,5383
Kepler-18 c,0.054116981,0.005978039,0.005978039,0.488893726,0.022303546,0.022303546,7.64159,3.00E-05,3.00E-05,0.0752,0.0011,0.0011,,,,,87.68,0.22,0.22,2455167.088,0.0023,0.0023,,,,,,,,,,,,,,1,2011,11/5/2013,,,,,,,detected by transit,,Kepler-18,298.0791667,44.7463889,14,,,,,,0.2,0.972,1.108,,10,5383
Kepler-18 d,0.051285278,0.004373407,0.004373407,0.62182286,0.028548539,0.028548539,14.85888,4.00E-05,4.00E-05,0.1172,0.0017,0.0017,,,,,88.07,0.1,0.1,2455169.178,0.0013,0.0013,,,,,,,,,,,,,,1,2011,11/5/2013,,,,,,,detected by transit,,Kepler-18,298.0791667,44.7463889,14,,,,,,0.2,0.972,1.108,,10,5383
